ID,المدينة,اسم المنشأة,درجة تصنيف المنشأة,رقم الجوال,البريد الالكتروني,العنوان,الموقع الالكتروني
1362,الرياض,ابراهيم ناصر التميمي للهندسة المعمارية,,553291424,ibtarch@gmail.com,ص ب 3501 الرياض 13524,ibtarch.com
1363,الرياض,البعد التصميمي للاستشارات الهندسية,1,503333101,musaad@boud.com.sa,,
1364,الرياض,خالد بن راشد الفقيه للاستشارات الهندسية,1,9.66505E+11,ekfo@live.com,,
1365,الرياض,شركة لنكس للمقاولات,1,553445200,,,
1366,الرياض,شركة دار الاختراع للمقاولات,1,505401863,Rushdi@hoi.com.sa,,
1367,الرياض,المركز المعماري للاستشارات الهندسية,1,536016388,info@arch-centre.com,حي العليا,http://www.arch-centre.com/ar/contact-arv/
1368,الرياض,شركة ابداع الحياة للإستثمار,3,567264375,aafahd220@gmail.com,,
1369,الرياض,مؤسسة دلال الشام للمقاولات,4,558887067,S.ALRWAILLI@DATCO-SA.COM,حي التعاون طريق ابو بكر الصديق,WWW.DATCO-SA.COM
1370,الرياض,مدارج للاستشارات الهندسية,2,505460330,ykhathlan@gmail.com,13322,https://madarej.com.sa/
1371,الرياض,شركة مشعل ظافر بن ناصر البقمي للاستشارات الهندسية شركة شخص واحد,6,595091559,meshalalbaqami@hotmail.com,الرياض-ظهرة لبن-شارع الطائف,meshalalbaqami.com
1372,الرياض,شركة الصالحية التجارية,1,508862253,t.wadaani@salehiya.com,,
1373,الرياض,أرقام للاستشارات الهندسية,6,552250444,dhaean@hotmail.com,الرياض,http://arqam-eng.com
1374,الرياض,شركة الطلائع للإستشارات الهندسية,6,553620567,talaasabtalalya@yahoo.com,حي الشاطي,talaasabtalalya.com
1375,الرياض,مؤسسة شبل الفهد للمقاولات,4,534444441,fahed.alfalah@gmail.com,شارع الصحابة,WWW.ALFALAHCOMPANY.COM.SA
1376,الرياض,عبدالإله المهنا للإستشارات الهندسية,,593647722,a.mons@aalmohanna.com,شارع موسي بن نصير,https://aalmohanna.com/
1377,الرياض,عبدالإله المهنا,,551471492,aelahsa@gmail.com,شارع موسي بن نصير,https://aalmohanna.com/
1378,الرياض,كيان التصاميم لهندسة التشييد,,538240800,info@kayandesign.com,طريق انس بن مالك حي الياسمين الرياض,www.kayandesign.com
1379,الرياض,عدنان غازي المغامسي للاستشارات الهندسية,4,590094328,aalmaghmsi@yahoo.com,8408 طريق الملك فهد الفرعي - العقيق,https://aalmaghmsi.wixsite.com/website
1380,الرياض,بدر فهد السديري للاستشارات الهندسية,3,555440079,balsudairi@gmail.com,"2252 Albeshari St, Alolaya Riyadh, 12222 - 7843",bfsarchitects.com
1381,الرياض,شركة عبدالرحمن عبداللطيف الشيخ مبارك للاستشارات الهندسية شركة شخص واحد,1,501350022,almubarakeng@gmail.com,حى الخبر الجنوبية - أول الشارع الرابع - عمارة المحمدية - الدور الثالث - مكتب رقم 304 و 305 306 و307 و 308,http://almubarak-eng.com
1382,الرياض,شركة دار الهندسة للتصميم والإستشارات الفنية (شاعر ومشاركوه),1,505461580,AbdulHafez.Mehmadi1@dar.com,العليا طريق الملك فهد,https://www.dar.com/
1383,الرياض,الاختيار للإستشارات الهندسية,1,505241331,info@alekhtiar.sa,"ابن الطلاء,حي الاندلس",www.alekhtiar.com
1384,الرياض,مكتب برد لاستشارات هندسة الوقاية من الحريق,,505246783,info@baradconsultancy.com,حي العليا شارع موسى بن نصير,https://baradconsultancy.com/#9354b5be-78de-4f26-acc4-9b71e27480a8
1385,الرياض,شركة دروب الجزيرةللمقاولات المحدودة,3,563255554,,,
1386,الرياض,الابداع السعودي للاستشارات الهندسية,1,508411155,info@ebdaasa.com.sa,حي التعاون-طريث ابي بكر الصديق-مركز الباخرة التجاري,https://www.ebdaasa.com.sa/
1387,الرياض,أرن للاستشارات الهندسية,5,551117775,engsawadi@hotmail.com,حي المروج شارع الملك عبدالعزيز,https://www.facebook.com/arnneng
1388,الرياض,أكنان السعودية للهندسة المعمارية,6,502993016,info@aknan-sa.com,الرياض - حي الرحمانية - شارع التخصصي,aknan-sa.com
1389,الرياض,المعالم الرائدة للأستشارات الهندسية للاستشارات المهنية,1,557988565,eng.s30d@hotmail.com,حي المحمدثة,https://emailmg.ipage.com/roundcube/?_task=logout&_token=3Wwg7jEYho8WMo5bsJr92aVHzONflJvV
1390,الرياض,شركة دار الدراسات العمرانية,1,555479395,omrania@omrania.com.sa,الرياض - 3225 الامير تركي بن عبدالله ال سعود,omrania.com.sa
1391,الرياض,دورش هولدنج جي ام بي اتش السعودية,1,501010231,tamer.mahmoud@dorsch.com,المحمدية طريق الملك فهد الفرعي برج رازا الدور الرابع,www.dorsch.de
1392,الرياض,شركة محمد رضا فؤاد قطان للاستشارات المهنية,2,505412002,mrfk@kattans.com,حي السليمانية تقاطع طريق الملك عبد العزيز مع شارع الضباب,www.kattans.com
1393,الرياض,النمط الحديث للاستشارات الهندسية,1,507599975,k.zahrani@mpec.sa,الرياض - حي المحمدية - شارع التخصصي - مجمع بيور - مكتب 15-16,www.mpec.sa
1394,الرياض,حماد علي السلامة للاستشارات الهندسية,4,505443017,baselalsalamah@gmail.com,3744 طريق الأمير سعد بن عبدالرحمن الأول,www.alsalamah.sa.com
1395,الرياض,شركة المساحون العرب نصر احمد إسحاق الحسيني للاستشارات الهندسية,1,561037585,hhawari@engicon.com,شارع رقم 28 - حي العليا - رقم المبنى 3470,http://www.engicon.com
1396,الرياض,شركة العرين للاستشارات الهندسية,3,556446955,alharbi3@yahoo.com,طريق الملك فهد الفرعى حى الوشام الرياض,www.alareenins.com
1397,الرياض,أكنان البناء للاستشارات الهندسية,2,502998686,info@aknan-group.com,الرياض الدائري الشمالي مخرج ?,www.aknan-group.com
1398,الرياض,دقــة للاستشارات الهندسية,4,504184583,tariqbakhsh@hotmail.com,شارع الامير ناصر بن فرحان ال سعود -حي المرسلات - طريق الملك عبد الله,https://diqqah.com/
1399,الرياض,الغانم للاستشارات الهندسية,6,550883850,ganmbac@gmail.com,حي المعذر بجوار هيبر العزيزيه بنده رقم المكتب 208,WWW.ALGHANEM.COM
1400,الرياض,شركة كادي الرقميه للاتصالات وتقنية المعلومات,3,565333037,zohery101@yahoo.com,,
1401,الرياض,شركة بيت الهندسة,1,505491900,sdhafer@enghous.com,,
1402,الرياض,شركة دار الرياض القابضة . المحدودة,2,500336240,fahad.almautrofi@daralriyadh.com,]حي السليمانية طريق الامير ممدوح,www.daralriyadh.com
1403,الرياض,ماد للاستشارات الهندسية,2,555599449,osama@bindufrah.com,شهار,https://maddesign.wuiltsite.com/
1404,الرياض,مؤسسة دار الشبكات العربيه للمقاولات,4,598403491,wael@arabnet-ksa.com,,
1405,الرياض,عبدالله ناصر بن جمعان للاستشارات المهنية,2,583661811,anb@bnjamaan.com,حي اليرموك,https://www.jacoconsult.com/services
1406,الرياض,مكتب اختبار,,531125910,none@none.com,,
1407,الرياض,الهرم الرابع للاستشارات الهندسية,3,554183175,Eng_omarr9@hotmail.com,الرياض حي ظهره شارع النخيل,www.omar.sa
1408,الرياض,إعمار للاستشارات الهندسية,1,566744115,bd@imar.com.sa,"Building No 7358, Olaya, King Fahad, Riyadh,12262-3389, Unit # 13",imar.com.sa
1409,الرياض,المعماريون السعوديون للاستشارات الهندسية,,539411159,info@saudiarc.com,تقاطع شارع التخصصي مع شارع موسى بن نصير,www.saudiarc.com
1410,الرياض,دار العرض للاستشارات الهندسية,6,502226157,phce2011@gmail.com,الرياض,hololona.net
1411,الرياض,شاهين للاستشارات الهندسية,,505306027,shahin@shahincon.com,مخرج 14 مقابل مسشتفى الحياة الوطني,https://shahin-engineering-consulting-office.business.site/
1412,الرياض,شركة كفاءة العمران للاستشارات الهندسية شخص واحد,6,567226606,baabadconculting@Gmail.com,حي الرحاب,https://goo.gl/maps/j6KMDLwEGXkXjPjCA
1413,الرياض,المحايد للاستشارات الهندسية,6,551668284,reda.attia@almuhaidgroup.com,طريق حمزه بن عبد المطلب - حي البديعه,www.almuhaidgroup.com
1414,الرياض,جود العمارة للاستشارات الهندسية,3,581222999,eng_abdulrhman@hotmail.com,,
1415,الرياض,شركة افكار التصميم للاستشارات المهنية شركة شخص واحد,1,508257736,idesign.Riyadh@gmail.com,حي المهدية - شارع السيل الكبير - مقابل بلدية عرقة - الدور الاول - مكتب رقم 1-2-3,https://idesign-ksa.com/
1416,الرياض,شركة إيلاف الخبراء المحدودة,5,558811063,,,
1417,الرياض,مفكر للاستشارات الهندسية,6,555997703,mamg1401@gmail.com,الرياض,mufakker.com
1418,الرياض,الخريجي مهندسون استشاريون,6,503441448,info@alkheraiji.com,7822,alkheraijisons.com
1419,الرياض,شركة الوافي للاستشارات الهندسية شخص واحد,6,509900668,eng.saudalwafi@hotmail.com,حي الروضه - شارع حفصه بنت عمر,www.alwafi1.com
1420,الرياض,دار الكود للاستشارات الهندسية,1,540233333,m.saudd@hotmail.com,الرياض حي الملقا,www.altheneyan.com
1421,الرياض,شركة اعراب المشاريع للمقاولات,2,4766036,,,
1422,الرياض,الهندسي السعودي الاستشاري للاستشارات الهندسية,1,536300007,S.RWAILI@ALSAUDICONSULT.COM,حي الربيع طريق الملك عبد العزيز,WWW.ALSAUDICONSULT.COM
1423,الرياض,يوسف محمد الخويطر للاستشارات الهندسية,6,555225525,ykhowaiter@gmail.com,الرياض حي الروضة شارع حفصة بنت عمر,www.yalkhowaiter.net
1424,الرياض,مدن المستقبل للاستشارات الهندسية,1,558808533,kalsofyani@futurecityec.com,الرياض حي العقيق طريق الامير محمد بن سعد,www.fcec.sa
1425,الرياض,غانم محمد المزروع للاستشارات الهندسية,,503107006,gmce_office@yahoo.com,القدس _شارع محمد بن إبراهيم بن ماضي,Balady.gov.sa
1426,الرياض,مؤسسة رسوخ المتقدمة للمقاولات العامة,5,542516666,,,
1427,الرياض,دار الحنيان للاستشارات الهندسية,6,560707766,eg_ab2002@hotmail.com,امام بلدية محافظة القريات القديمه,Alhonyan.consl
1428,الرياض,شركة العلم والمعمار للمقاولات,3,569378154,elmmemarco@gmail.com,,
1429,الرياض,سليمان عبدالله الراجحي للاستشارات الهندسية,6,506927328,Alrajhi063231086@yahoo.com,القصيم - بريدة - حى المرقب,www.alrajhi
1430,الرياض,واحة الريان للاستشارات الهندسية,6,505454830,krh400@Hotmail.com,حي الروابي,www.whahat
1431,الرياض,وصل الابتكار للاستشارت الهندسية,6,568001190,info@weec.sa,"7211 الري ، الغدير ، الرياض 13311-3216",https://weec.sa
